airport_qid,airport,country_qid,country,administrative_entity_qid,administrative_entity,latitude,longitude,iata_code,icao_code,hub_qid,hub,hub_latitude,hub_longitude,replaced_by_qid,replaced_by_icao_code
Q3914050,Tulita Airport,Q16,Canada,Q731517,Tulita,64.909722222222,-125.5725,ZFN,CZFN,NA,NA,NA,NA,NA,
Q3913858,Grand Forks Airport,Q16,Canada,Q1973,British Columbia,49.0156,-118.431,ZGF,CZGF,NA,NA,NA,NA,NA,
Q3275220,Gods River Airport,Q16,Canada,Q1948,Manitoba,54.839722222222,-94.078611111111,ZGI,CZGI,Q5576844,Manto Sipi Cree Nation,54.8417,-94.09,NA,
Q3914285,Little Grand Rapids Airport,Q16,Canada,Q1948,Manitoba,52.045,-95.466111111111,ZGR,CZGR,NA,NA,NA,NA,NA,
Q3915802,High Prairie Airport,Q16,Canada,Q1951,Alberta,53.3936,-116.475,ZHP,CZHP,NA,NA,NA,NA,NA,
Q2902176,Jenpeg Airport,Q16,Canada,Q1948,Manitoba,54.518888888889,-98.046111111111,ZJG,CZJG,NA,NA,NA,NA,NA,
Q3914154,Swan River Airport,Q16,Canada,Q1948,Manitoba,52.121388888889,-101.23444444444,ZJN,CZJN,NA,NA,NA,NA,NA,
Q3912833,Kashechewan Airport,Q16,Canada,Q1696368,Kashechewan First Nation,52.2825,-81.677777777778,ZKE,CZKE,NA,NA,NA,NA,NA,
Q3914680,Thicket Portage Airport,Q16,Canada,Q1948,Manitoba,55.318888888889,-97.707777777778,YTD,CZLQ,NA,NA,NA,NA,NA,
Q1529264,Muskrat Dam Airport,Q16,Canada,Q1904,Ontario,53.441388888889,-91.762777777778,MSA,CZMD,NA,NA,NA,NA,NA,
Q3915767,South Cariboo Regional Airport,Q16,Canada,Q1973,British Columbia,51.7367,-121.333,ZMH,CZML,NA,NA,NA,NA,NA,
Q3915066,Pikwitonei Airport,Q16,Canada,Q1948,Manitoba,55.589444444444,-97.163611111111,PIW,CZMN,NA,NA,NA,NA,NA,
Q652572,Masset Airport,Q16,Canada,Q1973,British Columbia,54.0272,-132.125,ZMT,CZMT,NA,NA,NA,NA,NA,
Q3912912,Poplar River Airport,Q16,Canada,Q1948,Manitoba,52.996388888889,-97.273611111111,XPP,CZNG,NA,NA,NA,NA,NA,
Q3016500,Nelson Airport,Q16,Canada,Q1973,British Columbia,49.4942,-117.301,ZNL,CZNL,NA,NA,NA,NA,NA,
Q3914695,Sachigo Lake Airport,Q16,Canada,Q1904,Ontario,53.891111111111,-92.196388888889,ZPB,CZPB,NA,NA,NA,NA,NA,
Q3912537,Pincher Creek Airport,Q16,Canada,Q1951,Alberta,49.5206,-113.997,WPC,CZPC,NA,NA,NA,NA,NA,
Q3914974,Pinehouse Lake Airport,Q16,Canada,Q1989,Saskatchewan,55.5281,-106.582,ZPO,CZPO,Q7195491,"Pinehouse, Saskatchewan",55.5136,-106.599,NA,
Q3914722,Round Lake (Weagamow Lake) Airport,Q16,Canada,Q1904,Ontario,52.943600000000004,-91.3125,ZRJ,CZRJ,NA,NA,NA,NA,NA,
Q3912613,Sandy Lake Airport,Q16,Canada,Q1904,Ontario,53.064166666667,-93.344444444444,ZSJ,CZSJ,NA,NA,NA,NA,NA,
Q3912558,South Indian Lake Airport,Q16,Canada,Q1948,Manitoba,56.792777777778,-98.907222222222,XSI,CZSN,NA,NA,NA,NA,NA,
Q3914342,Stewart Aerodrome,Q16,Canada,Q795211,"Stewart, British Columbia",55.933333333333,-129.98333333333,ZST,CZST,NA,NA,NA,NA,NA,
Q3914357,Prince Rupert/Seal Cove Water Airport,Q16,Canada,Q1015639,Prince Rupert,54.33333333,-130.28333333,ZSW,CZSW,NA,NA,NA,NA,NA,
Q598602,Bloodvein River Airport,Q16,Canada,Q1948,Manitoba,51.784444444444,-96.692222222222,YDV,CZTA,Q4928040,Bloodvein First Nation,51.7769,-96.695,NA,
Q3912838,Shamattawa Airport,Q16,Canada,Q1948,Manitoba,55.863055555556,-92.081388888889,ZTM,CZTM,Q5003449,Shamattawa First Nation,55.853055555556,-92.086388888889,NA,
Q3084623,Ignace Municipal Airport,Q16,Canada,Q1904,Ontario,49.4297,-91.7178,ZUC,CZUC,NA,NA,NA,NA,NA,
Q3275148,Churchill Falls Airport,Q16,Canada,Q37799,Churchill Falls,53.5625,-64.105833333333,ZUM,CZUM,NA,NA,NA,NA,NA,
Q3914957,Edmonton/Villeneuve Airport,Q16,Canada,Q1951,Alberta,53.668333333333,-113.85222222222001,NA,CZVL,Q1133254,Edmonton Metropolitan Region,53.5666666666667,-113.516666666667,NA,
Q3912590,Lac Brochet Airport,Q16,Canada,Q3214764,"Lac Brochet, Manitoba",58.614166666667,-101.46888888889,XLB,CZWH,NA,NA,NA,NA,NA,
Q3912828,Wollaston Lake Airport,Q16,Canada,Q1989,Saskatchewan,58.1069,-103.173,ZWL,CZWL,NA,NA,NA,NA,NA,
Q7826266,Toronto Area Control Centre,Q16,Canada,NA,NA,43.6716,-79.6274,ZYZ,CZYZ,NA,NA,NA,NA,NA,
Q12474059,NA,Q262,Algeria,NA,NA,30.8758333333333,-3.06583333333333,NA,DA11,NA,NA,NA,NA,NA,
Q12692550,NA,Q262,Algeria,NA,NA,32.8984985,0.524694,NA,DA12,NA,NA,NA,NA,NA,
Q12474118,NA,Q262,Algeria,NA,NA,28.8792992,-5.8228998,NA,DA13,NA,NA,NA,NA,NA,
Q3886847,Mostaganem Airport,Q262,Algeria,NA,NA,35.908886111111,0.14899722222222,MQV,DA14,NA,NA,NA,NA,NA,
Q12694780,Saïda Airport,Q262,Algeria,Q233640,Saïda Province,34.8971,0.151722,NA,DA15,Q401452,Saida,34.830277777778,0.15166666666667,NA,
Q598785,Blida Airport,Q262,Algeria,Q233637,Blida Province,36.503861111111,2.8144722222222,QLD,DAAB,NA,NA,NA,NA,NA,
Q2875796,Ain Eddis Airport,Q262,Algeria,Q240870,M'Sila Province,35.332694444444,4.20575,BUJ,DAAD,Q401741,Bou Saâda,35.208333333333,4.1738888888889,NA,
Q2875809,Soummam – Abane Ramdane Airport,Q262,Algeria,NA,NA,36.711972222222,5.0694722222222,BJA,DAAE,Q59975,Bejaïa,36.7511111111111,5.06416666666667,NA,
Q623452,Algiers Houari Boumediene Airport,Q262,Algeria,Q3561,Algiers,36.694444444444,3.2169444444444,ALG,DAAG,Q3561,Algiers,36.776388888889,3.0586111111111,NA,
Q2365220,Djanet Inedbirene Airport,Q262,Algeria,Q77101547,Djanet Province,24.292861111111,9.4521111111111,DJG,DAAJ,Q1014380,Djanet,24.555,9.4852777777778,NA,
Q3813457,Boufarik Airport,Q262,Algeria,Q233637,Blida Province,36.545833,2.87611,QFD,DAAK,Q2344308,Boufarik,36.575,2.9097222222222,NA,
Q6588452,Telergma Airport,Q262,Algeria,NA,NA,36.108694444444,6.36425,NA,DAAM,NA,NA,NA,NA,NA,
Q12474103,Reggane Airport,Q262,Algeria,Q188166,Adrar Province,26.710103,0.285647,NA,DAAN,NA,NA,NA,NA,NA,
Q2875776,Takhamalt Airport,Q262,Algeria,NA,NA,26.723611111111,8.6224722222222,VVZ,DAAP,Q640740,Illizi,26.508027777778,8.4829444444444,NA,
Q12691457,Aïn Oussera Airport,Q262,Algeria,NA,NA,35.525413,2.878713,NA,DAAQ,Q651497,Aïn Oussera,35.448888888889,2.9044444444444,NA,
Q2875946,Ain Arnat Airport,Q262,Algeria,Q244004,Sétif,36.176667,5.288611,QSF,DAAS,Q244004,Sétif,36.19,5.41,NA,
Q1951782,Aguenar–Hadj Bey Akhamok Airport,Q262,Algeria,Q229467,Tamanghasset Province,22.811111,5.450833,TMR,DAAT,Q205792,Tamanrasset,22.785,5.5227777777778,NA,
Q2875839,Jijel Ferhat Abbas Airport,Q262,Algeria,Q312095,Taher,36.795136111111,5.8736083333333,GJL,DAAV,Q312095,Taher,36.7720039,5.8982105,NA,
Q16209300,Bordj Omar Driss Airport,Q262,Algeria,NA,NA,28.1319,6.83314,NA,DAAW,Q2910777,Bordj Omar Driss,28.146388888889,6.8255555555556,NA,
Q2875858,Mécheria Airport,Q262,Algeria,NA,NA,33.5318,-0.256226,MZW,DAAY,Q2606114,Mécheria,33.55,-0.28333333333333,NA,
Q7311434,Relizane Airport,Q262,Algeria,NA,NA,35.751744444444,0.62695555555556,QZN,DAAZ,NA,NA,NA,NA,NA,
Q979270,Annaba Rabah Bitat Airport,Q262,Algeria,Q213944,Annaba Province,36.822222,7.809444,AAE,DABB,Q45942,Annaba,36.9,7.7666666666667,NA,
Q2510194,Mohamed Boudiaf International Airport,Q262,Algeria,Q232043,Constantine Province,36.282417,6.617056,CZL,DABC,Q187346,Constantine,36.365,6.6147222222222,NA,
Q16896254,Oum el Bouaghi Airport,Q262,Algeria,NA,NA,35.8775,7.25719,QMH,DABO,Q2088349,Aïn Beïda,35.796388888889,7.3927777777778,NA,
Q7535164,Skikda Airport,Q262,Algeria,NA,NA,36.862722222222,6.9510833333333,SKI,DABP,NA,NA,NA,NA,NA,
Q1708790,Cheikh Larbi Tébessi Airport,Q262,Algeria,Q984575,Tébessa,35.431972222222,8.1225,TEE,DABS,Q984575,Tébessa,35.4,8.1166666666667,NA,
Q2265566,Mostépha Ben Boulaid Airport,Q262,Algeria,Q338844,Batna,35.751805555556,6.30925,BLJ,DABT,Q338844,Batna,35.55,6.1666666666667,NA,
Q3886186,Hassi R'Mel Airport,Q262,Algeria,NA,NA,32.931472222222,3.3103888888889,HRM,DAFH,Q1408322,Hassi R'Mel,32.928,3.271,NA,
Q4263825,Tsletsi Airport,Q262,Algeria,Q233233,Djelfa Province,34.6671,3.349,QDJ,DAFI,NA,NA,NA,NA,NA,
Q2875951,Tiaret - Abdelhafid Boussouf Bou Chekif Airport,Q262,Algeria,NA,NA,35.341027777778,1.4629722222222,TID,DAOB,Q565568,Tiaret,35.366666666667,1.3166666666667,NA,
Q16208919,Béchar aerodrome,Q262,Algeria,Q215467,Béchar Province,31.643,-2.18436,NA,DAOC,Q638704,Béchar,31.633333333333,-2.2,NA,
Q12474043,Bou Sfer Airport,Q262,Algeria,NA,NA,35.73539,-0.805388,NA,DAOE,Q1649264,Bousfer,35.7108,-0.810556,NA,
Q979632,Tindouf Airport,Q262,Algeria,NA,NA,27.7,-8.16667,TIN,DAOF,Q328510,Tindouf,27.675277777778,-8.1286111111111,NA,
Q2228220,Chlef International Airport,Q262,Algeria,NA,NA,36.214805555556,1.3356388888889,QAS,DAOI,Q849561,Chlef,36.1647222222222,1.33166666666667,NA,
Q6588435,Oran Tafraoui Airport,Q262,Algeria,NA,NA,35.541069444444,-0.53389444444444,TAF,DAOL,Q131818,Oran,35.696944444444,-0.63305555555556,NA,
Q2875969,Zenata – Messali El Hadj Airport,Q262,Algeria,Q233632,Tlemcen Province,35.013361111111,-1.4575277777778,TLM,DAON,Q185134,Tlemcen,34.882777777778,-1.3166666666667,NA,
Q637028,Oran Ahmed Ben Bella Airport,Q262,Algeria,Q231331,Oran Province,35.627222,-0.611389,ORN,DAOO,Q131818,Oran,35.696944444444,-0.63305555555556,NA,
Q2875808,Boudghene Ben Ali Lotfi Airport,Q262,Algeria,Q638704,Béchar,31.654666666667,-2.2611944444444,CBH,DAOR,Q638704,Béchar,31.633333333333,-2.2,NA,
Q14932979,Sidi Bel Abbes Airport,Q262,Algeria,Q235714,Sidi Bel Abbès Province,35.171775,-0.593275,BFW,DAOS,Q852276,Sidi Bel Abbès,35.2,-0.63333333333333,NA,
Q2875824,Ghriss Airport,Q262,Algeria,Q2209212,Ghriss,35.207725,0.14714166666667,MUW,DAOV,Q545707,Mascara,35.4,0.133333333333333,NA,
Q2875767,El Bayadh Airport,Q262,Algeria,NA,NA,33.7208,1.09139,EBH,DAOY,Q648784,El Bayadh,33.683055555556,1.0191666666667,NA,
Q2875774,In Guezzam Airport,Q262,Algeria,NA,NA,19.5689,5.74889,INF,DATG,Q1655182,In Guezzam,19.568611111111,5.7722222222222,NA,
Q2875797,Bordj Mokhtar Airport,Q262,Algeria,Q2535214,Bordj Badji Mokhtar,21.377833333333,0.927,BMW,DATM,Q2535214,Bordj Badji Mokhtar,21.328888888889,0.95416666666667,NA,
Q2875746,Touat-Cheikh Sidi Mohamed Belkebir Airport,Q262,Algeria,Q188166,Adrar Province,27.837833333333,-0.18636111111111,AZR,DAUA,Q251181,Adrar,27.874166666667,-0.29388888888889,NA,
Q598215,Biskra Airport,Q262,Algeria,Q3358295,Oumache,34.793361111111,5.7383055555556,BSK,DAUB,Q312759,Biskra,34.85,5.7333333333333,NA,
Q5351317,El Golea Airport,Q262,Algeria,NA,NA,30.577388888889,2.8642222222222,ELG,DAUE,Q1324185,El Menia,30.6,2.9,NA,
Q1432199,Noumérat – Moufdi Zakaria Airport,Q262,Algeria,Q17601,Ghardaïa Province,32.384277777778,3.7946666666667,GHA,DAUG,Q622841,Ghardaia,32.483333333333,3.6666666666667,NA,
Q25060,Oued Irara–Krim Belkacem Airport,Q262,Algeria,Q235709,Ouargla Province,31.673889,6.140556,HME,DAUH,Q1000139,Hassi Messaoud,31.7,6.0666666666667,NA,
Q3018067,In Salah Airport,Q262,Algeria,NA,NA,27.250527777778,2.5114166666667,INZ,DAUI,Q255251,In Salah,27.193611111111,2.4605555555556,NA,
Q2875965,Sidi Mahdi Airport,Q262,Algeria,NA,NA,33.073555555556,6.0895277777778,TGR,DAUK,Q852515,Touggourt,33.1,6.0666666666667,NA,
Q2875853,L'Mekrareg Airport,Q262,Algeria,NA,NA,33.764444444444,2.9283333333333,LOO,DAUL,Q402733,Laghouat,33.8,2.865,NA,
Q2875773,Guemar Airport,Q262,Algeria,Q3118881,Guemar,33.512888888889,6.7825833333333,ELU,DAUO,Q1642636,El Oued,33.368333333333,6.8675,NA,
Q2875952,Timimoun Airport,Q262,Algeria,NA,NA,29.236694444444,0.27611111111111,TMX,DAUT,Q1021173,Timimoun,29.25,0.23333333333333,NA,
Q4264562,Ain Beida Airport,Q262,Algeria,Q2876256,Ain Beida,31.931388888889,5.4066666666667,OGX,DAUU,Q852469,Ouargla,31.95,5.3166666666667,NA,
Q2876003,In Aménas Airport,Q262,Algeria,Q188166,Adrar Province,28.051444444444,9.6427777777778,IAM,DAUZ,Q3118424,In Amenas,28.05,9.55,NA,
Q856939,Cadjehoun Airport,Q962,Benin,Q29158,Littoral Department,6.3558333333333,2.385,COO,DBBB,Q43595,Cotonou,6.3666666666667,2.4166666666667,NA,
Q3274765,Cana Airport,Q962,Benin,Q29172,Zou Department,7.133333,2.05,NA,DBBC,Q2356092,Bohicon,7.2,2.0666666666667,NA,
Q830945,Djougou Airport,Q962,Benin,Q29154,Atakora Department,9.692,1.6376,DJA,DBBD,Q868198,Djougou,9.7,1.6666666666667,NA,
Q1431623,Kandi Airport,Q962,Benin,Q29165,Alibori Department,11.133,2.933,KDC,DBBK,Q845666,Kandi,11.128611111111,2.9369444444444,NA,
Q1433747,Natitingou Airport,Q962,Benin,NA,NA,10.376,1.36,"NAE",DBBN,Q994125,Natitingou,10.3,1.3666666666667,NA,
Q3534799,Porga Airport,Q962,Benin,Q29154,Atakora Department,11.033333,0.983333,NA,DBBO,Q7230082,Porga,11.05,0.96666667,NA,
Q1432313,Parakou Airport,Q962,Benin,Q29136,Borgou Department,9.357222,2.609167,PKO,DBBP,Q688324,Parakou,9.35,2.6166666666667,NA,
Q1655975,Bembereke Airport,Q962,Benin,NA,NA,10.283,2.7,NA,DBBR,Q2271297,Bembèrèkè,10.225,2.668056,NA,
Q3535924,Save Airport,Q962,Benin,Q29172,Zou Department,8.0181694444444,2.4645805555556,SVF,DBBS,Q2609291,Savé,8.0333333333333,2.4833333333333,NA,
Q64786764,Walter Reed Forest Glen Heliport,Q30,United States of America,Q488659,Montgomery County,39.0081654,-77.0549774,NA,DC13,NA,NA,NA,NA,NA,
Q3545137,Kaya Airport,Q965,Burkina Faso,NA,NA,13.067,-1.1,XKY,DFCA,Q766464,Kaya,13.083333333333,-1.0833333333333,NA,
Q16838241,Barsalogho Airport,Q965,Burkina Faso,NA,NA,13.4,-1.06336,NA,DFCB,NA,NA,NA,NA,NA,
Q7110166,Ouahigouya Airport,Q965,Burkina Faso,NA,NA,13.567,-2.417,OUG,DFCC,Q569904,Ouahigouya,13.583333333333,-2.4166666666667,NA,
Q16960703,Didyr Airport,Q965,Burkina Faso,NA,NA,12.55116667,-2.61908333,NA,DFCD,NA,NA,NA,NA,NA,
Q16893591,Kongoussi Airport,Q965,Burkina Faso,NA,NA,13.3231,-1.53644,NA,DFCG,Q163352,Kongoussi,13.333333333333,-1.5333333333333,NA,
Q1657268,Djibo Airport,Q965,Burkina Faso,Q665514,Sahel Region,14.125,-1.6247222222222,XDJ,DFCJ,Q1232175,Djibo,14.1,-1.6333333333333,NA,
Q12693425,Koudougou Airport,Q965,Burkina Faso,NA,NA,12.2676,-2.38742,NA,DFCK,Q460697,Koudougou,12.25,-2.3666666666667,NA,
Q6523520,Leo Airport,Q965,Burkina Faso,NA,NA,11.1,-2.1,XLU,DFCL,Q650951,Léo,11.1,-2.1,NA,
Q16209315,Boromo Airport,Q965,Burkina Faso,NA,NA,11.7644,-2.92983,NA,DFCO,Q894055,Boromo,11.75,-2.9333333333333,NA,
Q7264830,Pô Airport,Q965,Burkina Faso,NA,NA,11.1791,-1.14847,PUP,DFCP,Q1756613,Pô,11.166666666667,-1.15,NA,
Q16898764,Poura Airport,Q965,Burkina Faso,NA,NA,11.6178,-2.75242,NA,DFCR,Q7235699,Poura,11.616666666667,-2.75,NA,
Q16899901,Séguénéga Airport,Q965,Burkina Faso,NA,NA,13.4402,-1.99294,NA,DFCS,NA,NA,NA,NA,NA,
Q16903887,Yako Airport,Q965,Burkina Faso,NA,NA,12.9558,-2.27439,NA,DFCY,Q940973,Yako,12.966666666667,-2.2666666666667,NA,
Q3813464,Boulsa Airport,Q965,Burkina Faso,NA,NA,12.65,-0.567,XBO,DFEA,Q895110,Boulsa,12.666666666667,-0.58333333333333,NA,
Q3887439,Bogande Airport,Q965,Burkina Faso,NA,NA,12.983,-0.167,XBG,DFEB,Q890373,Bogandé,12.9714,-0.1436,NA,
Q1655966,Diapaga Airport,Q965,Burkina Faso,NA,NA,12.05,1.783,DIP,DFED,Q254514,Diapaga,12.06666667,1.78333333,NA,
Q1655895,Dori Airport,Q965,Burkina Faso,NA,NA,14.033333,-0.066667,DOR,DFEE,Q999493,Dori,14.05,0.05,NA,
Q5429130,Fada N'gourma Airport,Q965,Burkina Faso,Q850088,Est Region,12.033,0.35,FNG,DFEF,Q990122,Fada N'gourma,12.05,0.36666666666667,NA,
Q3914151,Gorom Gorom Airport,Q965,Burkina Faso,Q5586806,Gorom-Gorom Department,14.454166666667,-0.21888888888889,XGG,DFEG,Q741117,Gorom-Gorom,14.44388889,-0.23611111,NA,
Q8214343,Kantchari Airport,Q965,Burkina Faso,NA,NA,12.467,1.5,XKA,DFEL,Q6365356,Kantchari,12.4775,1.51138888888889,NA,
Q6588001,Tambao Airport,Q965,Burkina Faso,Q665514,Sahel Region,14.790833333333,0.041111111111111,TMQ,DFEM,Q7681006,Tambao,14.7503,0.0527778,NA,
Q7129018,Pama Airport,Q965,Burkina Faso,NA,NA,11.25,0.7,XPA,DFEP,Q2048608,Pama,11.23805556,0.71611111,NA,
Q11824217,Arly Airport,Q965,Burkina Faso,NA,NA,11.6,1.48333,ARL,DFER,Q173837,Arli National Park,11.58361111,1.46833333,NA,
Q7442734,Sebba Airport,Q965,Burkina Faso,Q665514,Sahel Region,13.456666666667,0.50333333333333,XSE,DFES,Q614566,Sebba,13.43916667,0.52888889,NA,
Q4203008,Tenkodogo Airport,Q965,Burkina Faso,NA,NA,11.8,-0.367,TEG,DFET,Q621925,Tenkodogo,11.783333333333,-0.36666666666667,NA,
Q4202772,Zabré Airport,Q965,Burkina Faso,NA,NA,11.166666666667,-0.61666666666667,XZA,DFEZ,Q3574468,Zabré,11.18333333,-0.63333333,NA,
Q773547,Ouagadougou Airport,Q965,Burkina Faso,Q3777,Ouagadougou,12.353056,-1.512222,OUA,DFFD,Q3777,Ouagadougou,12.357222222222,-1.5352777777778,NA,
Q16954150,Dano Airport,Q965,Burkina Faso,NA,NA,11.13805556,-3.07430556,NA,DFOA,Q1164836,Dano,11.1438,-3.06196,NA,
Q2495220,Banfora Airport,Q965,Burkina Faso,Q850043,Cascades Region,10.683,-4.717,BNR,DFOB,Q639674,Banfora,10.630833333333,-4.7588888888889,NA,
Q1657249,Dedougou Airport,Q965,Burkina Faso,NA,NA,12.459,-3.49,DGU,DFOD,Q934436,Dédougou,12.466666666667,-3.4666666666667,NA,
Q20452998,Safane Airport,Q965,Burkina Faso,NA,NA,12.15,-3.183333,NA,DFOF,NA,NA,NA,NA,NA,
Q2494459,Gaoua Airport,Q965,Burkina Faso,NA,NA,10.383,-3.16438889,XGA,DFOG,Q1011882,Gaoua,10.316666666667,-3.1666666666667,NA,
Q16892463,Houndé Airport,Q965,Burkina Faso,NA,NA,11.483333,-3.516667,NA,DFOH,Q999435,Houndé,11.5,-3.51666667,NA,
Q12693663,Loumana Airport,Q965,Burkina Faso,NA,NA,10.566667,-5.35,NA,DFOL,NA,NA,NA,NA,NA,
Q3015765,Nouna Airport,Q965,Burkina Faso,NA,NA,12.75,-3.867,XNU,DFON,Q3344855,Nouna,12.732908,-3.862209,NA,
Q598661,Bobo Dioulasso Airport,Q965,Burkina Faso,NA,NA,11.16,-4.330833,BOY,DFOO,Q223761,Bobo Dioulasso,11.183333333333,-4.2833333333333,NA,
Q16896217,Orodara Airport,Q965,Burkina Faso,NA,NA,10.9868,-4.92447,NA,DFOR,Q143892,Orodara,11.316666666667,-4.5666666666667,NA,
Q4202989,Tougan Airport,Q965,Burkina Faso,NA,NA,13.0592,-3.07709,TUQ,DFOT,Q558346,Tougan,13.066666666667,-3.0666666666667,NA,
Q1655956,Diebougou Airport,Q965,Burkina Faso,NA,NA,10.95,-3.25,XDE,DFOU,Q578567,Diébougou,10.966666666667,-3.25,NA,
Q4790277,Aribinda Airport,Q965,Burkina Faso,Q665514,Sahel Region,14.215277777778,-0.89555555555556,XAR,DFOY,NA,NA,NA,NA,NA,
Q177689,Kotoka International Airport,Q117,Ghana,Q431729,Greater Accra Region,5.6046666666667,-0.16738888888889,ACC,DGAA,Q3761,Accra,5.6037,-0.187,NA,
Q11824182,Ada airport,Q117,Ghana,NA,NA,5.78333,-0.633333,NA,DGAD,NA,NA,NA,NA,NA,
Q11824482,Kete-Krachi,Q117,Ghana,NA,NA,7.81667,-0.033333,NA,DGAE,NA,NA,NA,NA,NA,
Q29017846,Ho Airport,Q117,Ghana,NA,NA,6.5819,0.52955,NA,DGAH,Q615006,Ho,6.6113888888889,0.47027777777778,NA,
Q11824193,Akim Oda airport,Q117,Ghana,NA,NA,5.94944,-0.991111,NA,DGKA,NA,NA,NA,NA,NA,
Q2195432,Tamale Airport,Q117,Ghana,Q217040,Tamale,9.5569444444444,-0.86305555555556,TML,DGLE,Q217040,Tamale,9.4075,-0.85333333333333,NA,
Q3015261,Navrongo Airport,Q117,Ghana,Q712828,Upper East Region,10.942777777778,-1.0872222222222,NA,DGLN,Q995548,Navrongo,10.883333333333,-1.0847222222222,NA,
Q1153024,Wa Airport,Q117,Ghana,Q250733,Wa,10.0825,-2.5075,WZA,DGLW,NA,NA,NA,NA,NA,
Q6768409,Yendi Airport,Q117,Ghana,Q502215,Northern Region,9.425,-0.0047222222222222,NA,DGLY,Q639066,Yendi,9.4319444444444,-0.0041666666666667,NA,
Q11824732,Sefwi Bekwai,Q117,Ghana,NA,NA,6.21611,-2.34111,NA,DGSB,NA,NA,NA,NA,NA,
Q1877066,Kumasi Airport,Q117,Ghana,Q740294,Kumasi Metropolitan District,6.7144444444444,-1.5905555555556,KMS,DGSI,Q740294,Kumasi Metropolitan District,6.68333,-1.61667,NA,
Q6768637,Sunyani Airport,Q117,Ghana,Q406037,Sunyani,7.3616666666667,-2.3286111111111,NYI,DGSN,Q406037,Sunyani,7.3333333333333,-2.3333333333333,NA,
Q2576085,Takoradi Airport,Q117,Ghana,Q243293,Sekondi-Takoradi,4.8958333333333,-1.7747222222222,TKD,DGTK,Q243293,Sekondi-Takoradi,4.9166666666667,-1.7666666666667,NA,
Q681940,Aboisso Airport,Q1008,Côte d'Ivoire,NA,NA,5.4330555555556,-3.2666666666667,ABO,DIAO,Q521322,Aboisso,5.4666666666667,-3.2,NA,
Q1165280,Port Bouet Airport,Q1008,Côte d'Ivoire,Q1491106,Port-Bouët,5.2614166666667,-3.9257777777778,ABJ,DIAP,Q1515,Abidjan,5.3363888888889,-4.0266666666667,NA,
Q968488,Abengourou Airport,Q1008,Côte d'Ivoire,NA,NA,6.7155611111111,-3.4702805555556,OGO,DIAU,Q1044225,Abengourou,6.7297222,-3.4963889,NA,
Q597508,Bocanda Airport,Q1008,Côte d'Ivoire,NA,NA,7.033,-4.533,NA,DIBC,Q2908271,Bocanda,7.0666666666667,-4.5,NA,
Q2875795,Boundiali Airport,Q1008,Côte d'Ivoire,NA,NA,9.533,-6.467,BXI,DIBI,Q2922207,Boundiali,9.5166666666667,-6.4833333333333,NA,
Q2519198,Bouaké Airport,Q1008,Côte d'Ivoire,NA,NA,7.7388888888889,-5.0736111111111,BYK,DIBK,Q271000,Bouaké,7.68333,-5.03306,NA,
Q2877389,Tehini Airport,Q1008,Côte d'Ivoire,NA,NA,9.254,-3.0338,BQO,DIBN,Q2922170,Bouna,9.26666667,-3,NA,
Q7555134,Soko Airport,Q1008,Côte d'Ivoire,NA,NA,8.0172194444444,-2.7619388888889,BDK,DIBU,Q892276,Bondoukou,8.04,-2.8,NA,
Q1656357,Dabou Airport,Q1008,Côte d'Ivoire,NA,NA,5.3513888888889,-4.4034611111111,"NA",DIDB,Q1588249,Dabou,5.3255555555556,-4.3766666666667,NA,
Q1655944,Dimbokro Airport,Q1008,Côte d'Ivoire,NA,NA,6.6508,-4.6411,DIM,DIDK,Q678980,Dimbokro,6.6466666666667,-4.705,NA,
Q1708690,Daloa Airport,Q1008,Côte d'Ivoire,NA,NA,6.7928111111111,-6.4731888888889,DJO,DIDL,Q860304,Daloa,6.8666666666667,-6.45,NA,
Q1658227,Divo Airport,Q1008,Côte d'Ivoire,NA,NA,5.7930555555556,-5.3544444444444,DIV,DIDV,Q1530295,Divo,5.8372222222222,-5.3572222222222,NA,
Q5444344,Ferkessédougou Airport,Q1008,Côte d'Ivoire,NA,NA,9.6,-5.2,FEK,DIFK,Q2855736,Ferkessédougou,9.5927777777778,-5.1944444444444,NA,
Q3275914,Gagnoa Airport,Q1008,Côte d'Ivoire,NA,NA,6.1033333333333,-5.9869444444444,GGN,DIGA,Q18592055,Gagnoa,6.13333,-5.93333,NA,
Q5615689,Guiglo Airport,Q1008,Côte d'Ivoire,Q842499,Moyen-Cavally,6.5249888888889,-7.4786111111111,GGO,DIGL,Q1553776,Guiglo,6.5436111111111,-7.4933333333333,NA,
Q2875878,Nero-Mer Airport,Q1008,Côte d'Ivoire,NA,NA,4.6434111111111,-6.9239611111111,BBV,DIGN,Q534166,Grand-Béréby,4.65,-6.9333333333333,NA,
Q2875845,Korhogo Airport,Q1008,Côte d'Ivoire,NA,NA,9.3871805555556,-5.5566611111111,HGO,DIKO,Q985627,Korhogo,9.4577777777778,-5.6294444444444,NA,
Q767135,Man Airport,Q1008,Côte d'Ivoire,NA,NA,7.2719444444444,-7.5872222222222,MJC,DIMN,Q1191011,Man,7.4125,-7.5536111111111,NA,
Q2901855,Odienné Airport,Q1008,Côte d'Ivoire,NA,NA,9.5,-7.567,KEO,DIOD,Q506811,Odienné,9.5,-7.5666666666667,NA,
